id,source_dataset,original_label,num_generations,exact_match_agreement,unique_response_ratio,majority_response_fraction,mean_pairwise_similarity,min_pairwise_similarity,max_pairwise_similarity,pairwise_similarity_std,generation_disagreement
halueval-9647,halueval,1,5,0.1,0.8,0.4,0.6458513736724854,0.40735653042793274,1.0,0.1680402308702469,0.35414862632751465
halueval-448,halueval,1,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-7710,halueval,1,5,0.4,0.4,0.6,0.9899603724479675,0.9832672476768494,1.0,0.008197341114282608,0.01003962755203247
halueval-7873,halueval,0,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-3968,halueval,1,5,0.3,0.6,0.6,0.560062050819397,0.1562221646308899,1.0,0.35332852602005005,0.439937949180603
halueval-2782,halueval,0,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-6355,halueval,1,5,1.0,0.2,1.0,0.9999998211860657,0.9999997615814209,0.9999997615814209,5.960464477539063e-08,1.7881393432617188e-07
halueval-3427,halueval,1,5,0.1,0.8,0.4,0.811834454536438,0.6420828700065613,1.0,0.10700811445713043,0.188165545463562
halueval-4001,halueval,0,5,0.1,0.8,0.4,0.6577204465866089,0.4629043936729431,1.0,0.15575344860553741,0.3422795534133911
halueval-182,halueval,1,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-5076,halueval,1,5,0.3,0.6,0.6,0.8149709701538086,0.7172253727912903,1.0,0.1231180876493454,0.1850290298461914
halueval-2248,halueval,0,5,0.0,1.0,0.2,0.5156927108764648,0.23213587701320648,0.9545087814331055,0.258268266916275,0.48430728912353516
halueval-9169,halueval,0,5,0.0,1.0,0.2,0.2705223858356476,0.06970521062612534,0.7948752641677856,0.21089611947536469,0.7294776141643524
halueval-3746,halueval,1,5,0.0,1.0,0.2,0.9744123220443726,0.9527817368507385,0.9945064783096313,0.015270616859197617,0.02558767795562744
halueval-6936,halueval,1,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-7425,halueval,0,5,0.3,0.6,0.6,0.5494229197502136,-0.007375873625278473,1.0,0.39800721406936646,0.4505770802497864
halueval-5372,halueval,0,5,0.0,1.0,0.2,0.9315469861030579,0.8545550107955933,0.9894378185272217,0.036496035754680634,0.06845301389694214
halueval-1636,halueval,0,5,0.6,0.4,0.8,0.7013923525810242,0.25348103046417236,1.0,0.36571812629699707,0.29860764741897583
halueval-1099,halueval,1,5,0.0,1.0,0.2,0.901860237121582,0.8036432266235352,0.9870623350143433,0.07654143124818802,0.09813976287841797
halueval-3969,halueval,0,5,0.1,0.8,0.4,0.9283210635185242,0.8341714143753052,0.9912697672843933,0.06330028921365738,0.07167893648147583
halueval-1205,halueval,0,5,0.1,0.8,0.4,0.40769344568252563,0.05750492960214615,1.0,0.33897027373313904,0.5923065543174744
halueval-2328,halueval,1,5,1.0,0.2,1.0,0.9942609071731567,0.9856521487236023,1.0,0.007028982508927584,0.005739092826843262
halueval-5524,halueval,1,5,0.1,0.8,0.4,0.40921276807785034,0.07283458113670349,0.9651250839233398,0.2740703523159027,0.5907872319221497
halueval-2595,halueval,1,5,0.0,1.0,0.2,0.5107181072235107,0.11241415143013,0.9452499747276306,0.32690998911857605,0.48928189277648926
halueval-4254,halueval,0,5,0.1,0.8,0.4,0.7179726362228394,0.41812753677368164,0.9989600777626038,0.19890910387039185,0.28202736377716064
halueval-4586,halueval,1,5,0.4,0.4,0.6,0.8256977796554565,0.7094963192939758,1.0,0.14231716096401215,0.17430222034454346
halueval-5634,halueval,1,5,0.1,0.8,0.4,0.9827019572257996,0.9662884473800659,1.0,0.010404679924249649,0.01729804277420044
halueval-7233,halueval,1,5,1.0,0.2,1.0,0.9999998211860657,0.9999998211860657,0.9999998211860657,0.0,1.7881393432617188e-07
halueval-439,halueval,1,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-41,halueval,0,5,0.4,0.4,0.6,0.7961348295211792,0.6602246761322021,1.0,0.1664552241563797,0.2038651704788208
halueval-1708,halueval,0,5,0.0,1.0,0.2,0.3433053493499756,0.04329006373882294,0.8620185256004333,0.24572013318538666,0.6566946506500244
halueval-2447,halueval,0,5,0.6,0.4,0.8,0.9680578112602234,0.9201446771621704,0.9999998807907104,0.03912090137600899,0.03194218873977661
halueval-5260,halueval,0,5,0.4,0.4,0.6,0.8221930265426636,0.7036550045013428,1.0,0.14517879486083984,0.17780697345733643
halueval-9384,halueval,1,5,0.1,0.8,0.4,0.7135353684425354,0.36870819330215454,0.9999997615814209,0.23904475569725037,0.2864646315574646
halueval-8142,halueval,1,5,0.1,0.8,0.4,0.4123620390892029,0.07215262204408646,1.0,0.2809928059577942,0.5876379609107971
halueval-6774,halueval,1,5,0.2,0.6,0.4,0.7896624207496643,0.6335948705673218,1.0,0.16074740886688232,0.2103375792503357
halueval-5297,halueval,0,5,0.4,0.4,0.6,0.559823751449585,0.26637303829193115,0.9999998807907104,0.35940223932266235,0.44017624855041504
halueval-4344,halueval,1,5,0.1,0.8,0.4,0.8081740140914917,0.5146408081054688,1.0,0.22183920443058014,0.1918259859085083
halueval-7712,halueval,0,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-6808,halueval,0,5,0.0,1.0,0.2,0.6921452879905701,0.28408747911453247,0.9610103368759155,0.2653103470802307,0.30785471200942993
halueval-6457,halueval,1,5,0.6,0.4,0.8,0.8930228352546692,0.7325571179389954,1.0,0.1310197114944458,0.10697716474533081
halueval-6243,halueval,0,5,1.0,0.2,1.0,0.9999998807907104,0.9999998807907104,0.9999998807907104,0.0,1.1920928955078125e-07
halueval-2756,halueval,1,5,0.0,1.0,0.2,0.5330911874771118,0.20422840118408203,0.8458184003829956,0.17641368508338928,0.4669088125228882
halueval-5004,halueval,0,5,0.0,1.0,0.2,0.5888866186141968,0.08018224686384201,0.9667534828186035,0.351713627576828,0.4111133813858032
halueval-2998,halueval,0,5,0.2,0.6,0.4,0.47717753052711487,0.21571162343025208,1.0,0.287419855594635,0.5228224694728851
halueval-7528,halueval,1,5,0.0,1.0,0.2,0.6886707544326782,0.2746133506298065,0.9666142463684082,0.2867663502693176,0.3113292455673218
halueval-7742,halueval,1,5,0.6,0.4,0.8,0.9540139436721802,0.8850349187850952,1.0,0.0563211590051651,0.045986056327819824
halueval-1957,halueval,1,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-2361,halueval,1,5,0.0,1.0,0.2,0.8449885249137878,0.6802076101303101,0.9675772190093994,0.1085795983672142,0.15501147508621216
halueval-7357,halueval,1,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-5244,halueval,0,5,0.6,0.4,0.8,0.7540667653083801,0.38516682386398315,1.0,0.30120551586151123,0.24593323469161987
halueval-6940,halueval,1,5,0.0,1.0,0.2,0.681328535079956,0.4849475026130676,0.9840136766433716,0.1407446414232254,0.31867146492004395
halueval-7146,halueval,0,5,0.4,0.4,0.6,0.9464701414108276,0.9107837080955505,1.0,0.04370683804154396,0.05352985858917236
halueval-501,halueval,0,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-9990,halueval,0,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-9570,halueval,1,5,0.6,0.4,0.8,0.694679856300354,0.23669978976249695,1.0,0.3739392161369324,0.305320143699646
halueval-8214,halueval,0,5,0.0,1.0,0.2,0.8817228078842163,0.8143946528434753,0.9850125312805176,0.05347089096903801,0.11827719211578369
halueval-1343,halueval,0,5,1.0,0.2,1.0,0.9999998807907104,0.9999999403953552,0.9999999403953552,5.960464477539063e-08,1.1920928955078125e-07
halueval-2475,halueval,0,5,0.1,0.8,0.4,0.6948212385177612,0.16560779511928558,1.0,0.24196715652942657,0.30517876148223877
halueval-1579,halueval,1,5,0.3,0.6,0.6,0.573799729347229,0.19040846824645996,0.9999997615814209,0.3124384880065918,0.426200270652771
halueval-3904,halueval,0,5,0.6,0.4,0.8,0.6320751905441284,0.08018793165683746,1.0,0.4506140649318695,0.3679248094558716
halueval-9924,halueval,1,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-8405,halueval,1,5,0.0,1.0,0.2,0.880841851234436,0.808228611946106,0.9868583083152771,0.049570828676223755,0.11915814876556396
halueval-9764,halueval,0,5,0.3,0.6,0.6,0.877834141254425,0.6255335211753845,1.0,0.10626479238271713,0.12216585874557495
halueval-456,halueval,1,5,0.1,0.8,0.4,0.4017546772956848,0.08756449073553085,1.0,0.3601808547973633,0.5982453227043152
halueval-4632,halueval,0,5,1.0,0.2,1.0,0.942477822303772,0.8585633635520935,1.0,0.059152424335479736,0.05752217769622803
halueval-8455,halueval,1,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-195,halueval,1,5,0.0,1.0,0.2,0.9476302266120911,0.9011214971542358,0.9895356297492981,0.026896798983216286,0.052369773387908936
halueval-5433,halueval,1,5,0.1,0.8,0.4,0.4701371192932129,0.17273293435573578,1.0,0.3080619275569916,0.5298628807067871
halueval-8459,halueval,1,5,1.0,0.2,1.0,0.9999998807907104,0.9999999403953552,0.9999999403953552,5.960464477539063e-08,1.1920928955078125e-07
halueval-5318,halueval,1,5,0.6,0.4,0.8,0.8423768281936646,0.6059421300888062,1.0,0.1930481493473053,0.15762317180633545
halueval-1435,halueval,1,5,0.4,0.4,0.6,0.5855881571769714,0.3093135356903076,1.0,0.3383658826351166,0.41441184282302856
halueval-9992,halueval,0,5,0.6,0.4,0.8,0.786842942237854,0.46710726618766785,1.0,0.2610630393028259,0.213157057762146
halueval-5969,halueval,1,5,0.1,0.8,0.4,0.6266292333602905,0.41348910331726074,1.0,0.20989245176315308,0.3733707666397095
halueval-8093,halueval,1,5,0.0,1.0,0.2,0.39593154191970825,0.09838933497667313,0.8760859966278076,0.2813960313796997,0.6040684580802917
halueval-4035,halueval,1,5,0.0,1.0,0.2,0.901665985584259,0.783458948135376,0.997002363204956,0.0770588219165802,0.09833401441574097
halueval-5621,halueval,1,5,1.0,0.2,1.0,0.9999998211860657,0.9999998211860657,0.9999998211860657,0.0,1.7881393432617188e-07
halueval-1741,halueval,1,5,1.0,0.2,1.0,0.965217113494873,0.9420284628868103,1.0,0.028400136157870293,0.03478288650512695
halueval-3658,halueval,1,5,1.0,0.2,1.0,0.9999998807907104,0.9999998807907104,0.9999998807907104,0.0,1.1920928955078125e-07
halueval-1595,halueval,0,5,0.0,1.0,0.2,0.6763249039649963,0.48057878017425537,0.9634838104248047,0.1483284831047058,0.32367509603500366
halueval-9747,halueval,1,5,0.2,0.6,0.4,0.6094853281974792,0.2897982895374298,0.9999999403953552,0.23417198657989502,0.39051467180252075
halueval-126,halueval,0,5,0.6,0.4,0.8,0.966783881187439,0.9230356216430664,1.0,0.030614353716373444,0.033216118812561035
halueval-1420,halueval,1,5,0.0,1.0,0.2,0.78606116771698,0.5677031874656677,0.9614967107772827,0.15696950256824493,0.21393883228302002
halueval-7858,halueval,1,5,0.0,1.0,0.2,0.9200257062911987,0.8712589740753174,0.9679213762283325,0.02401651255786419,0.07997429370880127
halueval-8671,halueval,0,5,1.0,0.2,1.0,0.9999998211860657,0.9999997615814209,0.9999997615814209,5.960464477539063e-08,1.7881393432617188e-07
halueval-7065,halueval,0,5,0.0,1.0,0.2,0.6335167288780212,0.13865771889686584,0.981433093547821,0.2731884717941284,0.36648327112197876
halueval-9746,halueval,1,5,0.0,1.0,0.2,0.7120896577835083,0.5474821329116821,0.9558857083320618,0.14765718579292297,0.2879103422164917
halueval-7559,halueval,1,5,1.0,0.2,1.0,0.9835600852966309,0.9726001620292664,1.0,0.013423124328255653,0.01643991470336914
halueval-7251,halueval,0,5,0.4,0.4,0.6,0.8220901489257812,0.703483521938324,1.0,0.14526279270648956,0.17790985107421875
halueval-7593,halueval,0,5,0.3,0.6,0.6,0.5217394828796387,0.0454462431371212,0.9999998211860657,0.3772132396697998,0.47826051712036133
halueval-5232,halueval,0,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-9689,halueval,1,5,0.6,0.4,0.8,0.7492139339447021,0.3730347752571106,1.0,0.3071489632129669,0.25078606605529785
halueval-9701,halueval,0,5,1.0,0.2,1.0,0.9999998807907104,0.9999999403953552,0.9999999403953552,5.960464477539063e-08,1.1920928955078125e-07
halueval-7424,halueval,1,5,0.6,0.4,0.8,0.7816312313079834,0.4540780186653137,1.0,0.26744604110717773,0.2183687686920166
halueval-697,halueval,1,5,0.0,1.0,0.2,0.493450790643692,0.19910147786140442,0.8861935138702393,0.2299279421567917,0.506549209356308
halueval-5250,halueval,0,5,0.4,0.4,0.6,0.5631417036056519,0.2719028890132904,1.0,0.3566932678222656,0.43685829639434814
halueval-7202,halueval,1,5,0.0,1.0,0.2,0.909828782081604,0.8356185555458069,0.9653455018997192,0.044543202966451645,0.090171217918396
halueval-1771,halueval,1,5,0.1,0.8,0.4,0.7366910576820374,0.5549659729003906,1.0,0.19857095181941986,0.26330894231796265
halueval-266,halueval,1,5,0.4,0.4,0.6,0.9428260922431946,0.9047102928161621,1.0,0.04668218642473221,0.05717390775680542
halueval-8309,halueval,0,5,0.3,0.6,0.6,0.5740422010421753,0.17053282260894775,1.0,0.34379079937934875,0.4259577989578247
halueval-4751,halueval,0,5,0.6,0.4,0.8,0.766981303691864,0.41745325922966003,1.0,0.28538843989372253,0.233018696308136
halueval-2529,halueval,1,5,0.6,0.4,0.8,0.796845555305481,0.4921141266822815,0.9999998211860657,0.24881216883659363,0.20315444469451904
halueval-9134,halueval,1,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-3070,halueval,1,5,1.0,0.2,1.0,0.9999998807907104,0.9999998807907104,0.9999998807907104,0.0,1.1920928955078125e-07
halueval-2915,halueval,1,5,0.6,0.4,0.8,0.963505744934082,0.9087644815444946,0.9999997615814209,0.04469597712159157,0.03649425506591797
halueval-2670,halueval,0,5,0.0,1.0,0.2,0.2971656024456024,0.024154677987098694,0.6630523204803467,0.2015850841999054,0.7028343975543976
halueval-7398,halueval,0,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-9604,halueval,1,5,0.4,0.4,0.6,0.7702112197875977,0.5861502885818481,1.0,0.12932425737380981,0.22978878021240234
halueval-23,halueval,0,5,0.2,0.6,0.4,0.8051561117172241,0.6754264831542969,1.0,0.13025230169296265,0.19484388828277588
halueval-7756,halueval,0,5,0.0,1.0,0.2,0.8719323873519897,0.7575563192367554,0.9906131625175476,0.0864466205239296,0.12806761264801025
halueval-9417,halueval,0,5,0.6,0.4,0.8,0.6390036940574646,0.09750941395759583,0.9999998807907104,0.4421282112598419,0.3609963059425354
halueval-7271,halueval,0,5,1.0,0.2,1.0,0.9670823812484741,0.9451373815536499,1.0,0.026877062395215034,0.03291761875152588
halueval-9993,halueval,1,5,0.4,0.4,0.6,0.6355271339416504,0.3925451934337616,1.0,0.29759085178375244,0.3644728660583496
halueval-5469,halueval,1,5,0.3,0.6,0.6,0.7785429358482361,0.5683738589286804,1.0,0.16731545329093933,0.22145706415176392
halueval-6463,halueval,0,5,0.4,0.4,0.6,0.9191692471504211,0.8652820587158203,1.0,0.06599804759025574,0.08083075284957886
halueval-6414,halueval,1,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-8796,halueval,0,5,0.0,1.0,0.2,0.32203036546707153,0.15693819522857666,0.6352465152740479,0.11988862603902817,0.6779696345329285
halueval-5576,halueval,1,5,0.3,0.6,0.6,0.5527029037475586,0.2345525324344635,0.9999998807907104,0.34155207872390747,0.4472970962524414
halueval-6640,halueval,1,5,0.6,0.4,0.8,0.6869258880615234,0.21731537580490112,0.9999995231628418,0.38343536853790283,0.31307411193847656
halueval-1144,halueval,0,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-4286,halueval,0,5,0.2,0.6,0.4,0.7030514478683472,0.530032753944397,1.0,0.16458408534526825,0.29694855213165283
halueval-2401,halueval,1,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-9640,halueval,1,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-6040,halueval,0,5,0.3,0.6,0.6,0.5295007228851318,0.21233215928077698,0.9999997615814209,0.3663107454776764,0.47049927711486816
halueval-4168,halueval,0,5,0.0,1.0,0.2,0.9560271501541138,0.8994040489196777,0.9942986965179443,0.03384912759065628,0.04397284984588623
halueval-6627,halueval,0,5,0.3,0.6,0.6,0.6310340166091919,0.28573930263519287,1.0,0.257476270198822,0.3689659833908081
halueval-8438,halueval,1,5,0.1,0.8,0.4,0.8066946864128113,0.6696126461029053,0.9999998807907104,0.09587991237640381,0.19330531358718872
halueval-2820,halueval,1,5,0.4,0.4,0.6,0.4960188865661621,0.1600315123796463,1.0,0.4114988446235657,0.5039811134338379
halueval-8547,halueval,0,5,0.6,0.4,0.8,0.7949122190475464,0.5072117447853088,0.9999998807907104,0.23318399488925934,0.2050877809524536
halueval-5725,halueval,0,5,1.0,0.2,1.0,0.9836193919181824,0.9590485692024231,0.9999998807907104,0.02006196416914463,0.016380608081817627
halueval-5927,halueval,1,5,1.0,0.2,1.0,0.9999998807907104,0.9999998807907104,0.9999998807907104,0.0,1.1920928955078125e-07
halueval-7332,halueval,1,5,0.4,0.4,0.6,0.507547914981842,0.17924657464027405,1.0,0.40208542346954346,0.49245208501815796
halueval-8965,halueval,0,5,0.0,1.0,0.2,0.8673030734062195,0.7839651107788086,0.9577356576919556,0.05969782546162605,0.13269692659378052
halueval-9180,halueval,1,5,0.4,0.4,0.6,0.9769539833068848,0.961590051651001,1.0,0.018816940486431122,0.023046016693115234
halueval-989,halueval,0,5,1.0,0.2,1.0,0.9999998807907104,0.9999998807907104,0.9999998807907104,0.0,1.1920928955078125e-07
halueval-4933,halueval,0,5,0.0,1.0,0.2,0.44193607568740845,-0.0003702952526509762,0.8439186811447144,0.24338744580745697,0.5580639243125916
halueval-5748,halueval,1,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-210,halueval,0,5,0.4,0.4,0.6,0.5825504064559937,0.30425071716308594,1.0,0.34084615111351013,0.41744959354400635
halueval-980,halueval,0,5,1.0,0.2,1.0,0.9886757135391235,0.9811261892318726,1.0,0.009246197529137135,0.011324286460876465
halueval-348,halueval,1,5,0.0,1.0,0.2,0.300659716129303,0.0263297688215971,0.5854433178901672,0.21866290271282196,0.699340283870697
halueval-976,halueval,0,5,0.3,0.6,0.6,0.859228789806366,0.7670018672943115,0.9999999403953552,0.11250538378953934,0.14077121019363403
halueval-170,halueval,1,5,0.0,1.0,0.2,0.6810094118118286,0.3584735095500946,0.9827404022216797,0.21516703069210052,0.3189905881881714
halueval-1131,halueval,0,5,0.0,1.0,0.2,0.5239045023918152,0.15010613203048706,0.9874779582023621,0.24924315512180328,0.4760954976081848
halueval-2816,halueval,1,5,0.0,1.0,0.2,0.6104699373245239,0.07516483962535858,0.9222419857978821,0.3226686418056488,0.3895300626754761
halueval-6916,halueval,1,5,0.3,0.6,0.6,0.8632770776748657,0.6890980005264282,1.0,0.14244802296161652,0.13672292232513428
halueval-5011,halueval,1,5,0.1,0.8,0.4,0.5377798080444336,0.29619401693344116,0.9745270013809204,0.1947205811738968,0.4622201919555664
halueval-6230,halueval,0,5,1.0,0.2,1.0,0.9999998807907104,0.9999998807907104,0.9999998807907104,0.0,1.1920928955078125e-07
halueval-9398,halueval,1,5,0.1,0.8,0.4,0.8247194290161133,0.6797598004341125,1.0,0.08227092772722244,0.17528057098388672
halueval-2975,halueval,1,5,1.0,0.2,1.0,0.9607927203178406,0.9019821882247925,0.9999997615814209,0.04801860824227333,0.039207279682159424
halueval-6646,halueval,0,5,0.0,1.0,0.2,0.6097615957260132,0.3434552252292633,0.9573987722396851,0.20623357594013214,0.3902384042739868
halueval-8212,halueval,0,5,0.0,1.0,0.2,0.7995627522468567,0.7051350474357605,0.9351949691772461,0.06748780608177185,0.2004372477531433
halueval-4681,halueval,0,5,1.0,0.2,1.0,0.9747373461723328,0.9578956365585327,1.0,0.020626811310648918,0.025262653827667236
halueval-804,halueval,0,5,0.1,0.8,0.4,0.5189152956008911,0.058953627943992615,1.0,0.35899704694747925,0.4810847043991089
halueval-4739,halueval,0,5,0.4,0.4,0.6,0.5889639854431152,0.31494003534317017,1.0,0.33560946583747864,0.41103601455688477
halueval-4197,halueval,1,5,0.1,0.8,0.4,0.6710450053215027,0.3245575428009033,1.0,0.20439061522483826,0.3289549946784973
halueval-4733,halueval,1,5,0.2,0.6,0.4,0.6206307411193848,0.38136571645736694,1.0,0.203883558511734,0.37936925888061523
halueval-9186,halueval,1,5,0.6,0.4,0.8,0.8482503890991211,0.6394321918487549,0.9999998807907104,0.16643062233924866,0.1517496109008789
halueval-642,halueval,1,5,0.3,0.6,0.6,0.7004261016845703,0.3399985134601593,1.0,0.2190823256969452,0.2995738983154297
halueval-2085,halueval,1,5,1.0,0.2,1.0,0.9776926040649414,0.9628210663795471,1.0,0.01821388304233551,0.022307395935058594
halueval-4941,halueval,0,5,0.4,0.4,0.6,0.996787428855896,0.9946457147598267,1.0,0.002623053267598152,0.003212571144104004
halueval-4046,halueval,1,5,0.0,1.0,0.2,0.8833320736885071,0.7533634901046753,0.9802121520042419,0.07241450250148773,0.11666792631149292
halueval-9330,halueval,1,5,1.0,0.2,1.0,0.9999998807907104,0.9999998807907104,0.9999998807907104,0.0,1.1920928955078125e-07
halueval-5877,halueval,0,5,0.4,0.4,0.6,0.8349179029464722,0.7248632311820984,0.9999999403953552,0.1347888857126236,0.16508209705352783
halueval-9834,halueval,1,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-5296,halueval,1,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-2320,halueval,1,5,0.6,0.4,0.8,0.9095903635025024,0.7739757895469666,1.0,0.11072880029678345,0.09040963649749756
halueval-7019,halueval,0,5,0.4,0.4,0.6,0.6713215708732605,0.4522026777267456,1.0,0.26836472749710083,0.3286784291267395
halueval-2497,halueval,0,5,0.2,0.6,0.4,0.5541250109672546,0.2554914951324463,1.0,0.36057931184768677,0.44587498903274536
halueval-5461,halueval,0,5,0.4,0.4,0.6,0.9885503649711609,0.98091721534729,1.0,0.009348616935312748,0.011449635028839111
halueval-1231,halueval,1,5,0.1,0.8,0.4,0.9107109904289246,0.8545656204223633,1.0,0.06111890450119972,0.08928900957107544
halueval-9493,halueval,1,5,0.3,0.6,0.6,0.5884860754013062,0.27217409014701843,1.0,0.2975442707538605,0.41151392459869385
halueval-3974,halueval,0,5,0.3,0.6,0.6,0.6202023029327393,0.07675010710954666,1.0,0.4294297695159912,0.37979769706726074
halueval-4297,halueval,0,5,0.1,0.8,0.4,0.6903268098831177,0.5524789690971375,0.9542157649993896,0.11065791547298431,0.3096731901168823
halueval-7566,halueval,1,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-4151,halueval,1,5,0.1,0.8,0.4,0.47618865966796875,0.21684768795967102,0.9999998807907104,0.2695230543613434,0.5238113403320312
halueval-268,halueval,1,5,0.3,0.6,0.6,0.8617950677871704,0.6641805768013,1.0,0.15608489513397217,0.1382049322128296
halueval-8663,halueval,1,5,0.0,1.0,0.2,0.8068968653678894,0.7235027551651001,0.9080982804298401,0.05868508666753769,0.1931031346321106
halueval-1278,halueval,1,5,1.0,0.2,1.0,0.982483983039856,0.9562100768089294,0.9999998807907104,0.021452534943819046,0.017516016960144043
halueval-6226,halueval,1,5,0.6,0.4,0.8,0.7483541965484619,0.3708854913711548,1.0,0.3082019090652466,0.2516458034515381
halueval-104,halueval,0,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-7930,halueval,1,5,0.2,0.6,0.4,0.8481914401054382,0.6438612937927246,1.0,0.16463790833950043,0.15180855989456177
halueval-1737,halueval,0,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-1057,halueval,0,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-5405,halueval,0,5,0.1,0.8,0.4,0.8749563097953796,0.693027138710022,1.0,0.10786973685026169,0.12504369020462036
halueval-2013,halueval,1,5,0.0,1.0,0.2,0.8849772214889526,0.8012610673904419,0.974544107913971,0.04852988198399544,0.11502277851104736
halueval-1092,halueval,1,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-803,halueval,1,5,0.3,0.6,0.6,0.553902804851532,0.20575572550296783,1.0,0.32380595803260803,0.446097195148468
halueval-7312,halueval,0,5,0.0,1.0,0.2,0.9623250961303711,0.9132094383239746,0.9945954084396362,0.028265908360481262,0.037674903869628906
halueval-6020,halueval,1,5,0.1,0.8,0.4,0.6343261003494263,0.4549388289451599,1.0,0.17340347170829773,0.36567389965057373
halueval-2943,halueval,0,5,0.3,0.6,0.6,0.6323530077934265,0.37191349267959595,1.0,0.2977601885795593,0.3676469922065735
halueval-7383,halueval,1,5,1.0,0.2,1.0,0.9739230275154114,0.9565384387969971,1.0,0.02129172906279564,0.026076972484588623
halueval-9475,halueval,0,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-33,halueval,1,5,0.1,0.8,0.4,0.7639519572257996,0.6332998275756836,1.0,0.1478864699602127,0.23604804277420044
halueval-2761,halueval,0,5,0.3,0.6,0.6,0.691975474357605,0.44133779406547546,0.9999998807907104,0.2372317910194397,0.308024525642395
halueval-3124,halueval,0,5,0.4,0.4,0.6,0.8675321340560913,0.7785053253173828,0.9948285818099976,0.09066816419363022,0.1324678659439087
halueval-2213,halueval,1,5,0.6,0.4,0.8,0.865679144859314,0.6641979217529297,1.0,0.16450874507427216,0.13432085514068604
halueval-6131,halueval,0,5,0.0,1.0,0.2,0.9156283140182495,0.8740204572677612,0.9646857976913452,0.02486710250377655,0.08437168598175049
halueval-4580,halueval,1,5,0.6,0.4,0.8,0.6566004753112793,0.14150184392929077,0.9999996423721313,0.4205763339996338,0.3433995246887207
halueval-4931,halueval,0,5,0.4,0.4,0.6,0.766072154045105,0.6101202964782715,1.0,0.1910012662410736,0.23392784595489502
halueval-6532,halueval,1,5,1.0,0.2,1.0,0.9999998807907104,0.9999999403953552,0.9999999403953552,5.960464477539063e-08,1.1920928955078125e-07
halueval-8821,halueval,1,5,0.6,0.4,0.8,0.8060300946235657,0.5150752663612366,1.0,0.2375636100769043,0.19396990537643433
halueval-7382,halueval,1,5,0.4,0.4,0.6,0.9601985812187195,0.9273158311843872,1.0,0.02321826107800007,0.03980141878128052
halueval-6417,halueval,0,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-9039,halueval,0,5,1.0,0.2,1.0,0.9836078882217407,0.959019660949707,1.0,0.02007618360221386,0.016392111778259277
halueval-8775,halueval,1,5,1.0,0.2,1.0,0.9827450513839722,0.9712417125701904,1.0,0.014088626950979233,0.017254948616027832
halueval-7893,halueval,1,5,0.1,0.8,0.4,0.4281880855560303,0.14234140515327454,1.0,0.3102989196777344,0.5718119144439697
halueval-7827,halueval,0,5,0.3,0.6,0.6,0.8142716288566589,0.6790120005607605,0.9999998807907104,0.14521268010139465,0.18572837114334106
halueval-8969,halueval,1,5,0.6,0.4,0.8,0.7428099513053894,0.3773726522922516,0.9999998807907104,0.29618504643440247,0.2571900486946106
halueval-7188,halueval,1,5,0.3,0.6,0.6,0.5873257517814636,0.2031848430633545,0.9999998807907104,0.33251017332077026,0.4126742482185364
halueval-3445,halueval,1,5,1.0,0.2,1.0,0.9632781744003296,0.938797116279602,1.0,0.029983146116137505,0.03672182559967041
halueval-4526,halueval,1,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
